lm0_x,lm0_y,lm0_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm23_x,lm23_y,lm23_z,lm24_x,lm24_y,lm24_z,head_angle,neck_angle,torso_angle,shoulder_angle,forward_lean,spine_curve,lateral_shift_norm,shoulder_height_diff,label
0.8179104600212114,0.0,-0.20238876342773438,0.6168896933344663,-0.09722569893151524,-0.10481935739517212,0.5676800556422593,-0.05548021254458867,-0.33782538771629333,0.25443371281207505,0.10636025748369177,0.062484584748744965,0.25832183309143014,0.38280625911526195,-0.3952122926712036,0.011429844057621227,0.892471601594273,0.14287549257278442,-0.011429844057621227,1.107521689899877,-0.14213432371616364,18.696105790985367,-43.69433065228337,-71.25343584957653,89.19420721074685,0.5615326870694588,0.3051549141177062,0.2563777729517526,-0.2764460016315702,looking_down
0.6457234879443615,0.0,-0.03774839639663696,0.5492172227483356,-0.11530238294625582,0.10142263025045395,0.5559559623669977,-0.08775669984719804,-0.26546111702919006,0.35249366712244296,0.09532425887004362,0.30426904559135437,0.40015763491210504,0.18330144985864225,-0.40555983781814575,0.0032191539521338134,0.9203111949979607,0.20262858271598816,-0.0032191539521338134,1.0796850665204774,-0.2023419439792633,47.46866179871888,-53.801401344346516,-66.3831482866019,61.552209585216,0.2693978369270875,-0.10692781409018648,0.376325651017274,-0.08797719098859863,leaning_forward
0.014071664973880087,0.0,-0.0914761945605278,-0.06891627661432767,0.011546571330719721,0.0072935898788273335,-0.0744509232205926,0.02547844605849768,-0.16991499066352844,-0.07651072648873068,0.26702363164505394,0.14014561474323273,-0.04516981625543795,0.3061014427628484,-0.27821439504623413,-0.010279961837230714,0.9673154294441395,0.1258632093667984,0.010279961837230714,1.0326807305375982,-0.12549512088298798,-12.18184832692751,-92.31650191680608,-94.87426975366823,51.269935742938515,0.07491193634596441,0.13575220771804872,-0.060840271372084316,-0.03907781111779446,looking_up
0.25535316075109155,0.0,-0.46267011761665344,0.41502536455378225,0.08341893741789547,-0.5051805377006531,0.3581452955390245,0.0024749473776928595,-0.29397445917129517,0.32730876913900303,0.5227658701794409,-0.5796290636062622,0.24477895885242018,0.2504788312920904,-0.10531879961490631,0.007379807738779823,1.1297219903083024,-0.14545589685440063,-0.007379807738779823,0.870274483195732,0.1465386003255844,-161.87883680674767,-73.69328199158569,-64.99831272162086,-106.86198079018715,-0.030690703244620032,-0.3167345672403316,0.2860438639957116,0.27228703888735045,slouching
0.8035480978883556,0.0,-0.15883499383926392,0.6836837203774043,-0.12565791158182216,-0.005363402422517538,0.6441344522502396,-0.12478977304960791,-0.26183754205703735,0.4442344464284451,0.11595236150459763,0.16209198534488678,0.31389776140217657,0.16429151429506036,-0.40989333391189575,0.07206919540671235,0.9611070087651883,0.16164126992225647,-0.07206919540671235,1.0388881660078206,-0.1611645668745041,41.884748827944364,-42.970441776688475,-66.21027832382478,159.65123527274886,0.4244819939730447,0.04541589005773383,0.37906610391531087,-0.04833915279046273,leaning_sideways
0.89060477334066,0.0,-0.12682883441448212,0.7008706532165822,-0.09775458081749493,-0.021213339641690254,0.6315253889943924,-0.07011243636903418,-0.27043187618255615,0.2973397220279433,0.08057648323022418,0.12768390774726868,0.25190623847719346,0.34583574557040536,-0.37516847252845764,0.0582221310537418,0.9012833738295319,0.15310803055763245,-0.0582221310537418,1.0987093871306388,-0.1522766649723053,20.507002583772778,-37.19238581628131,-70.7588590025765,99.719283062583,0.6159817930880916,0.3413588128355233,0.27462298025256837,-0.26525926234018116,looking_down
0.5028819206258066,0.0,-0.2685334086418152,0.4334017564625338,-0.14205076422406487,-0.10877541452646255,0.3414189006962668,-0.15906336074357927,-0.3121527433395386,0.3333488194489702,0.02346339338874739,0.02281866781413555,0.10678217310423002,0.1417895528474359,-0.4124641418457031,0.08053871109154374,0.9472848865562972,0.12413699179887772,-0.08053871109154374,1.0527106495784753,-0.12355547398328781,52.51315361119755,-54.33477889752409,-76.51038582210008,152.4238421173681,0.2828164243492065,0.0627509280726064,0.2200654962766001,-0.11832615945868852,leaning_sideways
-0.6360921276854258,0.0,-0.06331560760736465,-0.5155889449229352,-0.11578456410273914,-0.21502289175987244,-0.535081952920685,-0.10925859220009541,0.04327600076794624,-0.34667286344424475,0.2358449618321084,-0.34435760974884033,-0.334906065277372,0.15063769590588894,0.22606365382671356,0.014032776180514123,1.0647749248580571,-0.1909581869840622,-0.014032776180514123,0.9352213190048465,0.19138187170028687,134.54711586513696,-121.11346327813658,-112.90012370208852,-82.13740126604738,-0.2953026633246174,0.04548680103619096,-0.34078946436080837,0.08520726592621947,leaning_forward
0.0676105003273989,0.0,-0.47693899273872375,0.2079167979952097,0.058393276796918976,-0.5141313672065735,0.160046540264098,-0.005405283992103509,-0.29749375581741333,0.15350629807359029,0.48516522990400723,-0.5705215334892273,0.10306380495929016,0.23894548571187413,-0.09688705950975418,0.019511306542593757,1.0865230323135846,-0.1429450660943985,-0.019511306542593757,0.9134738309696959,0.14539311826229095,-167.17419825911676,-80.5759380874574,-78.62993662370951,-101.5778560775682,-0.060674551189041304,-0.1889596027054815,0.1282850515164402,0.2462197441921331,looking_up
0.04776907370866407,0.0,-0.4440593421459198,0.1933356030452714,0.005076067486869788,-0.4529550075531006,0.10888608062353558,-0.026946674764132105,-0.24619832634925842,0.18972759250995158,0.4449678835035124,-0.5378710627555847,0.06867919111388954,0.26706706014171594,-0.02462988905608654,0.0335995423253901,1.1140152277245834,-0.16148291528224945,-0.0335995423253901,0.8859814445839247,0.1625080555677414,173.95961750754205,-86.58343955884844,-78.65523448081994,-124.23240147496934,-0.08143431810325649,-0.21063770991517705,0.12920339181192056,0.17790082336179647,good_posture
0.045456593157668104,0.0,-0.3841295838356018,0.17954293486841566,-0.002919924024656888,-0.4172137677669525,0.10686388232098226,-0.01983015465858137,-0.18243855237960815,0.18374207578374907,0.43248663438405377,-0.5231906771659851,0.05278933249248577,0.2629903475853054,0.025008007884025574,0.034485632585993055,1.0943677571206747,-0.1687459796667099,-0.034485632585993055,0.9056289690332286,0.16962485015392303,173.36220481772324,-86.02762078782193,-79.72296111202726,-127.6896557077507,-0.07280911098044932,-0.19107481511856672,0.11826570413811742,0.1694962867987484,good_posture
0.6957240839575981,0.0,-0.23874631524085999,0.6996985564288656,-0.07137686275007876,-0.10093864798545837,0.5920478433084287,-0.2519975064784849,-0.18792058527469635,0.6106494929103881,0.18387135104370533,0.031444039195775986,0.29906477127108005,-0.1330145782214528,-0.2339189499616623,0.09938454259397701,1.06850145980992,0.07425694912672043,-0.09938454259397701,0.9314917904600329,-0.07386604696512222,72.86458772653607,-44.409004555259415,-64.98027654284247,-134.5167163025817,0.24086695186686402,-0.21399018022387006,0.4548571320907341,0.31688592926515813,leaning_sideways
